KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
133715,0.99,0.0,0.01,11.61,HoltWinters,29.039,weights,Весовая комбинация,0.99,0.0,0.01,11.61
135041,0.12,0.05,0.83,11.64,SARIMAX,46.99,weights,Весовая комбинация,0.12,0.05,0.83,11.64
155019,0.1,0.0,0.9,11.66,SARIMAX,13.12,weights,Весовая комбинация,0.1,0.0,0.9,11.66
3349,0.0,0.23,0.77,11.67,RandomForest,12.358,weights,Весовая комбинация,0.0,0.23,0.77,11.67
2614,0.45,0.04,0.51,11.71,SARIMAX,14.73,weights,Весовая комбинация,0.45,0.04,0.51,11.71
78602,0.59,0.06,0.35,11.71,SARIMAX,17.919,weights,Весовая комбинация,0.59,0.06,0.35,11.71
134188,0.63,0.19,0.18,11.74,HoltWinters,18.229,weights,Весовая комбинация,0.63,0.19,0.18,11.74
3313,0.74,0.14,0.12,11.74,RandomForest,16.669,weights,Весовая комбинация,0.74,0.14,0.12,11.74
134030,0.23,0.13,0.64,11.75,HoltWinters,19.641,weights,Весовая комбинация,0.23,0.13,0.64,11.75
1070,0.0,0.05,0.95,11.79,RandomForest,12.49,weights,Весовая комбинация,0.0,0.05,0.95,11.79
133226,0.28,0.1,0.62,11.79,HoltWinters,13.512,weights,Весовая комбинация,0.28,0.1,0.62,11.79
133560,0.21,0.19,0.6,11.79,RandomForest,13.505,weights,Весовая комбинация,0.21,0.19,0.6,11.79
9754,0.0,0.22,0.78,11.81,RandomForest,30.045,weights,Весовая комбинация,0.0,0.22,0.78,11.81
135032,0.44,0.18,0.38,11.86,HoltWinters,20.327,weights,Весовая комбинация,0.44,0.18,0.38,11.86
160027,0.05,0.12,0.83,11.88,HoltWinters,11.964,weights,Весовая комбинация,0.05,0.12,0.83,11.88
2243,0.0,0.08,0.92,11.9,HoltWinters,18.57,weights,Весовая комбинация,0.0,0.08,0.92,11.9
8782,0.32,0.09,0.59,11.9,SARIMAX,13.838,weights,Весовая комбинация,0.32,0.09,0.59,11.9
133299,0.0,0.1,0.9,11.92,RandomForest,12.185,weights,Весовая комбинация,0.0,0.1,0.9,11.92
2452,0.01,0.05,0.94,11.92,HoltWinters,13.434,weights,Весовая комбинация,0.01,0.05,0.94,11.92
133470,0.72,0.04,0.24,11.94,RandomForest,17.478,weights,Весовая комбинация,0.72,0.04,0.24,11.94
1875,0.12,0.0,0.88,11.94,HoltWinters,13.079,weights,Весовая комбинация,0.12,0.0,0.88,11.94
133401,0.0,0.12,0.88,11.96,RandomForest,14.967,weights,Весовая комбинация,0.0,0.12,0.88,11.96
155131,0.0,0.41,0.59,11.96,SARIMAX,13.749,weights,Весовая комбинация,0.0,0.41,0.59,11.96
133798,0.65,0.08,0.27,11.98,RandomForest,14.625,weights,Весовая комбинация,0.65,0.08,0.27,11.98
133383,0.0,0.04,0.96,12.01,RandomForest,13.292,weights,Весовая комбинация,0.0,0.04,0.96,12.01
133764,0.0,0.46,0.54,12.02,RandomForest,15.92,weights,Весовая комбинация,0.0,0.46,0.54,12.02
133792,0.0,0.46,0.54,12.02,HoltWinters,12.556,weights,Весовая комбинация,0.0,0.46,0.54,12.02
1837,0.1,0.15,0.75,12.02,RandomForest,16.533,weights,Весовая комбинация,0.1,0.15,0.75,12.02
125622,0.92,0.07,0.01,12.04,HoltWinters,87.329,weights,Весовая комбинация,0.92,0.07,0.01,12.04
6418,0.0,0.84,0.16,12.06,SARIMAX,6806.406,weights,Весовая комбинация,0.0,0.84,0.16,12.06
133697,0.0,0.19,0.81,12.07,RandomForest,23.162,weights,Весовая комбинация,0.0,0.19,0.81,12.07
133208,0.27,0.15,0.58,12.09,HoltWinters,12.116,weights,Весовая комбинация,0.27,0.15,0.58,12.09
133594,0.2,0.06,0.74,12.09,RandomForest,12.792,weights,Весовая комбинация,0.2,0.06,0.74,12.09
133812,0.01,0.52,0.47,12.11,RandomForest,15.855,weights,Весовая комбинация,0.01,0.52,0.47,12.11
133804,0.0,0.35,0.65,12.12,HoltWinters,12.348,weights,Весовая комбинация,0.0,0.35,0.65,12.12
155136,0.0,0.36,0.64,12.15,SARIMAX,1394.773,weights,Весовая комбинация,0.0,0.36,0.64,12.15
133497,0.52,0.02,0.46,12.16,SARIMAX,17.47,weights,Весовая комбинация,0.52,0.02,0.46,12.16
133600,0.0,0.44,0.56,12.22,SARIMAX,21.496,weights,Весовая комбинация,0.0,0.44,0.56,12.22
125657,0.0,0.13,0.87,12.24,RandomForest,13.025,weights,Весовая комбинация,0.0,0.13,0.87,12.24
133495,0.21,0.31,0.48,12.24,HoltWinters,17.806,weights,Весовая комбинация,0.21,0.31,0.48,12.24
133529,0.58,0.12,0.3,12.24,RandomForest,15.305,weights,Весовая комбинация,0.58,0.12,0.3,12.24
133728,0.92,0.08,-0.0,12.25,RandomForest,19.687,weights,Весовая комбинация,0.92,0.08,-0.0,12.25
134157,0.26,0.5,0.24,12.25,RandomForest,12.289,weights,Весовая комбинация,0.26,0.5,0.24,12.25
125655,0.0,0.6,0.4,12.29,RandomForest,20.374,weights,Весовая комбинация,0.0,0.6,0.4,12.29
136907,0.0,0.53,0.47,12.29,RandomForest,13.133,weights,Весовая комбинация,0.0,0.53,0.47,12.29
133596,0.2,0.08,0.72,12.32,RandomForest,15.543,weights,Весовая комбинация,0.2,0.08,0.72,12.32
127001,0.68,0.03,0.29,12.35,RandomForest,17.959,weights,Весовая комбинация,0.68,0.03,0.29,12.35
9751,0.0,0.16,0.84,12.35,RandomForest,20.36,weights,Весовая комбинация,0.0,0.16,0.84,12.35
163003,0.7,0.3,0.0,12.37,HoltWinters,19.989,weights,Весовая комбинация,0.7,0.3,0.0,12.37
135053,0.0,0.39,0.61,12.39,SARIMAX,17.771,weights,Весовая комбинация,0.0,0.39,0.61,12.39
2309,0.18,0.4,0.42,12.4,SARIMAX,16.38,weights,Весовая комбинация,0.18,0.4,0.42,12.4
133399,0.0,0.23,0.77,12.42,RandomForest,16.285,weights,Весовая комбинация,0.0,0.23,0.77,12.42
134002,0.0,0.48,0.52,12.44,SARIMAX,18.151,weights,Весовая комбинация,0.0,0.48,0.52,12.44
139801,0.0,0.37,0.63,12.44,SARIMAX,12.74,weights,Весовая комбинация,0.0,0.37,0.63,12.44
155095,0.35,0.06,0.59,12.48,RandomForest,15.224,weights,Весовая комбинация,0.35,0.06,0.59,12.48
133438,0.57,0.27,0.16,12.51,RandomForest,14.371,weights,Весовая комбинация,0.57,0.27,0.16,12.51
133532,0.05,0.19,0.76,12.51,RandomForest,30.218,weights,Весовая комбинация,0.05,0.19,0.76,12.51
133744,0.03,0.05,0.92,12.54,HoltWinters,12.724,weights,Весовая комбинация,0.03,0.05,0.92,12.54
1867,0.63,0.01,0.36,12.59,HoltWinters,18.629,weights,Весовая комбинация,0.63,0.01,0.36,12.59
3401,0.0,0.63,0.37,12.59,HoltWinters,13.186,weights,Весовая комбинация,0.0,0.63,0.37,12.59
133615,0.93,0.07,-0.0,12.64,RandomForest,48.098,weights,Весовая комбинация,0.93,0.07,-0.0,12.64
155092,0.0,0.14,0.86,12.64,RandomForest,30.824,weights,Весовая комбинация,0.0,0.14,0.86,12.64
133290,0.03,0.22,0.75,12.66,RandomForest,12.941,weights,Весовая комбинация,0.03,0.22,0.75,12.66
134145,0.65,0.35,0.0,12.68,RandomForest,15.103,weights,Весовая комбинация,0.65,0.35,0.0,12.68
133759,0.0,0.19,0.81,12.69,RandomForest,24.07,weights,Весовая комбинация,0.0,0.19,0.81,12.69
134152,0.0,0.63,0.37,12.7,HoltWinters,69.973,weights,Весовая комбинация,0.0,0.63,0.37,12.7
1830,0.22,0.0,0.78,12.71,RandomForest,14.721,weights,Весовая комбинация,0.22,0.0,0.78,12.71
3154,0.04,0.08,0.88,12.71,RandomForest,15.376,weights,Весовая комбинация,0.04,0.08,0.88,12.71
155086,0.0,0.0,1.0,12.72,HoltWinters,28.913,weights,Весовая комбинация,0.0,0.0,1.0,12.72
160041,0.05,0.44,0.51,12.72,HoltWinters,624.925,weights,Весовая комбинация,0.05,0.44,0.51,12.72
3840,0.43,0.14,0.43,12.72,SARIMAX,16.097,weights,Весовая комбинация,0.43,0.14,0.43,12.72
133325,0.0,0.25,0.75,12.73,SARIMAX,17.866,weights,Весовая комбинация,0.0,0.25,0.75,12.73
155094,0.84,0.05,0.11,12.78,HoltWinters,73.218,weights,Весовая комбинация,0.84,0.05,0.11,12.78
5065,0.15,0.02,0.83,12.8,RandomForest,18.737,weights,Весовая комбинация,0.15,0.02,0.83,12.8
133395,0.0,0.0,1.0,12.84,HoltWinters,13.296,weights,Весовая комбинация,0.0,0.0,1.0,12.84
133712,0.63,0.21,0.16,12.85,HoltWinters,13.72,weights,Весовая комбинация,0.63,0.21,0.16,12.85
2322,0.07,0.07,0.86,12.87,RandomForest,13.226,weights,Весовая комбинация,0.07,0.07,0.86,12.87
134006,0.34,0.1,0.56,12.89,HoltWinters,148.975,weights,Весовая комбинация,0.34,0.1,0.56,12.89
160073,0.15,0.07,0.78,12.89,HoltWinters,23.485,weights,Весовая комбинация,0.15,0.07,0.78,12.89
135028,0.64,0.26,0.1,12.9,HoltWinters,18.963,weights,Весовая комбинация,0.64,0.26,0.1,12.9
125644,0.24,0.03,0.73,12.92,HoltWinters,17.198,weights,Весовая комбинация,0.24,0.03,0.73,12.92
155088,0.17,0.11,0.72,12.93,SARIMAX,13.286,weights,Весовая комбинация,0.17,0.11,0.72,12.93
133589,0.81,0.19,-0.0,13.02,RandomForest,16.208,weights,Весовая комбинация,0.81,0.19,-0.0,13.02
3311,0.42,0.38,0.2,13.02,RandomForest,15.32,weights,Весовая комбинация,0.42,0.38,0.2,13.02
133646,0.1,0.18,0.72,13.04,SARIMAX,20.037,weights,Весовая комбинация,0.1,0.18,0.72,13.04
133610,0.36,0.14,0.5,13.06,RandomForest,27.945,weights,Весовая комбинация,0.36,0.14,0.5,13.06
134135,0.81,0.05,0.14,13.06,HoltWinters,19.754,weights,Весовая комбинация,0.81,0.05,0.14,13.06
2883,0.0,0.57,0.43,13.1,RandomForest,15.55,weights,Весовая комбинация,0.0,0.57,0.43,13.1
136875,0.0,0.3,0.7,13.11,RandomForest,19.168,weights,Весовая комбинация,0.0,0.3,0.7,13.11
9339,0.0,0.29,0.71,13.13,SARIMAX,10341.638,weights,Весовая комбинация,0.0,0.29,0.71,13.13
133806,0.89,0.11,-0.0,13.16,RandomForest,37.466,weights,Весовая комбинация,0.89,0.11,-0.0,13.16
136901,0.0,0.09,0.91,13.16,RandomForest,17.176,weights,Весовая комбинация,0.0,0.09,0.91,13.16
35001,0.58,0.28,0.14,13.24,RandomForest,20.854,weights,Весовая комбинация,0.58,0.28,0.14,13.24
1861,0.04,0.13,0.83,13.25,SARIMAX,21.167,weights,Весовая комбинация,0.04,0.13,0.83,13.25
125646,0.0,0.49,0.51,13.26,HoltWinters,45.136,weights,Весовая комбинация,0.0,0.49,0.51,13.26
4170,0.26,0.19,0.55,13.27,RandomForest,18.349,weights,Весовая комбинация,0.26,0.19,0.55,13.27
1886,0.64,0.13,0.23,13.29,RandomForest,16.144,weights,Весовая комбинация,0.64,0.13,0.23,13.29
1113,0.0,0.0,1.0,13.3,HoltWinters,18.084,weights,Весовая комбинация,0.0,0.0,1.0,13.3
125642,0.0,0.39,0.61,13.3,HoltWinters,18.339,weights,Весовая комбинация,0.0,0.39,0.61,13.3
133669,0.0,0.08,0.92,13.3,SARIMAX,27.978,weights,Весовая комбинация,0.0,0.08,0.92,13.3
134020,0.25,0.35,0.4,13.32,RandomForest,13.609,weights,Весовая комбинация,0.25,0.35,0.4,13.32
133574,0.1,0.13,0.77,13.33,RandomForest,15.543,weights,Весовая комбинация,0.1,0.13,0.77,13.33
63803,0.93,0.0,0.07,13.34,RandomForest,15.344,weights,Весовая комбинация,0.93,0.0,0.07,13.34
133642,0.9,0.0,0.1,13.35,RandomForest,35.947,weights,Весовая комбинация,0.9,0.0,0.1,13.35
134126,0.54,0.02,0.44,13.35,RandomForest,13.538,weights,Весовая комбинация,0.54,0.02,0.44,13.35
1273,0.89,0.11,-0.0,13.36,RandomForest,21.462,weights,Весовая комбинация,0.89,0.11,-0.0,13.36
3844,0.34,0.2,0.46,13.37,RandomForest,25.926,weights,Весовая комбинация,0.34,0.2,0.46,13.37
7283,0.47,0.39,0.14,13.38,RandomForest,17.567,weights,Весовая комбинация,0.47,0.39,0.14,13.38
155126,0.0,0.48,0.52,13.4,RandomForest,25.374,weights,Весовая комбинация,0.0,0.48,0.52,13.4
3322,0.17,0.6,0.23,13.4,SARIMAX,27.724,weights,Весовая комбинация,0.17,0.6,0.23,13.4
133649,0.25,0.39,0.36,13.41,RandomForest,28.16,weights,Весовая комбинация,0.25,0.39,0.36,13.41
7071,0.0,0.3,0.7,13.43,RandomForest,16.15,weights,Весовая комбинация,0.0,0.3,0.7,13.43
133668,0.0,0.43,0.57,13.45,SARIMAX,14.153,weights,Весовая комбинация,0.0,0.43,0.57,13.45
2662,0.62,0.13,0.25,13.45,RandomForest,111.997,weights,Весовая комбинация,0.62,0.13,0.25,13.45
133758,0.26,0.04,0.7,13.46,SARIMAX,14.604,weights,Весовая комбинация,0.26,0.04,0.7,13.46
155033,0.76,0.0,0.24,13.47,RandomForest,18.858,weights,Весовая комбинация,0.76,0.0,0.24,13.47
3153,0.0,0.23,0.77,13.47,HoltWinters,71.886,weights,Весовая комбинация,0.0,0.23,0.77,13.47
133704,0.86,0.14,0.0,13.48,HoltWinters,34.73,weights,Весовая комбинация,0.86,0.14,0.0,13.48
9430,0.76,0.02,0.22,13.48,RandomForest,26.243,weights,Весовая комбинация,0.76,0.02,0.22,13.48
66208,0.52,0.48,0.0,13.49,RandomForest,15.656,weights,Весовая комбинация,0.52,0.48,0.0,13.49
136811,0.91,0.04,0.05,13.52,RandomForest,61.856,weights,Весовая комбинация,0.91,0.04,0.05,13.52
2273,0.0,0.14,0.86,13.54,RandomForest,14.391,weights,Весовая комбинация,0.0,0.14,0.86,13.54
133680,0.88,0.12,0.0,13.58,HoltWinters,45.674,weights,Весовая комбинация,0.88,0.12,0.0,13.58
135013,0.0,0.19,0.81,13.59,SARIMAX,16.875,weights,Весовая комбинация,0.0,0.19,0.81,13.59
125601,0.0,0.38,0.62,13.6,SARIMAX,18.348,weights,Весовая комбинация,0.0,0.38,0.62,13.6
136938,0.99,0.01,0.0,13.6,RandomForest,66.711,weights,Весовая комбинация,0.99,0.01,0.0,13.6
3804,0.4,0.0,0.6,13.64,RandomForest,18.325,weights,Весовая комбинация,0.4,0.0,0.6,13.64
3392,0.0,0.43,0.57,13.65,RandomForest,14.852,weights,Весовая комбинация,0.0,0.43,0.57,13.65
155039,0.24,0.11,0.65,13.66,SARIMAX,14.902,weights,Весовая комбинация,0.24,0.11,0.65,13.66
135008,0.59,0.21,0.2,13.68,SARIMAX,17.129,weights,Весовая комбинация,0.59,0.21,0.2,13.68
134067,0.04,0.41,0.55,13.71,RandomForest,29.806,weights,Весовая комбинация,0.04,0.41,0.55,13.71
3379,0.0,0.12,0.88,13.75,HoltWinters,18.424,weights,Весовая комбинация,0.0,0.12,0.88,13.75
134013,0.4,0.31,0.29,13.78,SARIMAX,16.34,weights,Весовая комбинация,0.4,0.31,0.29,13.78
133285,0.42,0.19,0.39,13.79,SARIMAX,14.296,weights,Весовая комбинация,0.42,0.19,0.39,13.79
4999,0.14,0.09,0.77,13.85,HoltWinters,14.103,weights,Весовая комбинация,0.14,0.09,0.77,13.85
1872,0.34,0.04,0.62,13.87,SARIMAX,17.803,weights,Весовая комбинация,0.34,0.04,0.62,13.87
134172,0.0,0.16,0.84,13.94,RandomForest,31.707,weights,Весовая комбинация,0.0,0.16,0.84,13.94
36401,0.0,0.18,0.82,14.04,RandomForest,17.8,weights,Весовая комбинация,0.0,0.18,0.82,14.04
1979,0.53,0.31,0.16,14.05,RandomForest,24.064,weights,Весовая комбинация,0.53,0.31,0.16,14.05
1254,0.49,0.38,0.13,14.06,RandomForest,18.387,weights,Весовая комбинация,0.49,0.38,0.13,14.06
1964,0.72,0.1,0.18,14.06,RandomForest,51.75,weights,Весовая комбинация,0.72,0.1,0.18,14.06
163206,0.11,0.42,0.47,14.07,SARIMAX,25.007,weights,Весовая комбинация,0.11,0.42,0.47,14.07
134146,0.58,0.22,0.2,14.09,RandomForest,23.535,weights,Весовая комбинация,0.58,0.22,0.2,14.09
1751,0.25,0.21,0.54,14.11,SARIMAX,110.318,weights,Весовая комбинация,0.25,0.21,0.54,14.11
133778,0.09,0.59,0.32,14.12,SARIMAX,33.661,weights,Весовая комбинация,0.09,0.59,0.32,14.12
3389,0.0,0.23,0.77,14.12,RandomForest,16.493,weights,Весовая комбинация,0.0,0.23,0.77,14.12
163224,0.41,0.11,0.48,14.15,RandomForest,15.165,weights,Весовая комбинация,0.41,0.11,0.48,14.15
1845,0.35,0.4,0.25,14.15,SARIMAX,115.521,weights,Весовая комбинация,0.35,0.4,0.25,14.15
125650,0.22,0.53,0.25,14.19,SARIMAX,17.823,weights,Весовая комбинация,0.22,0.53,0.25,14.19
133618,0.89,0.08,0.03,14.2,RandomForest,14.808,weights,Весовая комбинация,0.89,0.08,0.03,14.2
133762,0.0,0.23,0.77,14.27,RandomForest,19.518,weights,Весовая комбинация,0.0,0.23,0.77,14.27
125668,0.06,0.54,0.4,14.28,RandomForest,20.351,weights,Весовая комбинация,0.06,0.54,0.4,14.28
133730,0.04,0.08,0.88,14.28,RandomForest,15.214,weights,Весовая комбинация,0.04,0.08,0.88,14.28
3849,0.06,0.03,0.91,14.28,RandomForest,21.842,weights,Весовая комбинация,0.06,0.03,0.91,14.28
133331,0.0,0.12,0.88,14.31,SARIMAX,17.828,weights,Весовая комбинация,0.0,0.12,0.88,14.31
2603,0.0,0.32,0.68,14.33,RandomForest,31.618,weights,Весовая комбинация,0.0,0.32,0.68,14.33
134189,0.14,0.6,0.26,14.35,HoltWinters,27.061,weights,Весовая комбинация,0.14,0.6,0.26,14.35
136878,0.0,0.52,0.48,14.36,SARIMAX,34.943,weights,Весовая комбинация,0.0,0.52,0.48,14.36
135035,0.69,0.08,0.23,14.43,HoltWinters,24.629,weights,Весовая комбинация,0.69,0.08,0.23,14.43
133351,0.13,0.36,0.51,14.44,SARIMAX,16.202,weights,Весовая комбинация,0.13,0.36,0.51,14.44
125603,0.92,0.08,-0.0,14.45,RandomForest,16.193,weights,Весовая комбинация,0.92,0.08,-0.0,14.45
136942,0.93,0.0,0.07,14.46,RandomForest,5475.365,weights,Весовая комбинация,0.93,0.0,0.07,14.46
160414,0.0,0.63,0.37,14.53,RandomForest,25.595,weights,Весовая комбинация,0.0,0.63,0.37,14.53
3807,0.0,0.25,0.75,14.56,RandomForest,19.004,weights,Весовая комбинация,0.0,0.25,0.75,14.56
133725,0.86,0.0,0.14,14.65,RandomForest,49.083,weights,Весовая комбинация,0.86,0.0,0.14,14.65
2458,0.55,0.26,0.19,14.68,SARIMAX,16.719,weights,Весовая комбинация,0.55,0.26,0.19,14.68
125654,0.2,0.56,0.24,14.71,SARIMAX,19.794,weights,Весовая комбинация,0.2,0.56,0.24,14.71
1834,0.03,0.34,0.63,14.74,RandomForest,16.693,weights,Весовая комбинация,0.03,0.34,0.63,14.74
133765,0.0,0.74,0.26,14.78,SARIMAX,16.773,weights,Весовая комбинация,0.0,0.74,0.26,14.78
5226,0.87,0.0,0.13,14.87,RandomForest,30.156,weights,Весовая комбинация,0.87,0.0,0.13,14.87
62403,0.06,0.24,0.7,14.87,SARIMAX,449.194,weights,Весовая комбинация,0.06,0.24,0.7,14.87
155093,0.54,0.19,0.27,14.88,RandomForest,33.592,weights,Весовая комбинация,0.54,0.19,0.27,14.88
135005,0.0,0.58,0.42,14.89,SARIMAX,27.896,weights,Весовая комбинация,0.0,0.58,0.42,14.89
133543,0.63,0.07,0.3,14.97,RandomForest,30.089,weights,Весовая комбинация,0.63,0.07,0.3,14.97
5023,0.68,0.12,0.2,14.99,RandomForest,507.964,weights,Весовая комбинация,0.68,0.12,0.2,14.99
160024,0.06,0.09,0.85,15.0,HoltWinters,43.695,weights,Весовая комбинация,0.06,0.09,0.85,15.0
80001,0.08,0.13,0.79,15.1,SARIMAX,32.967,weights,Весовая комбинация,0.08,0.13,0.79,15.1
160035,0.0,0.14,0.86,15.12,RandomForest,19.863,weights,Весовая комбинация,0.0,0.14,0.86,15.12
133711,0.66,0.22,0.12,15.14,RandomForest,21.179,weights,Весовая комбинация,0.66,0.22,0.12,15.14
3371,0.04,0.05,0.91,15.18,SARIMAX,15.395,weights,Весовая комбинация,0.04,0.05,0.91,15.18
133335,0.79,0.04,0.17,15.19,RandomForest,20.382,weights,Весовая комбинация,0.79,0.04,0.17,15.19
134158,0.0,0.34,0.66,15.19,HoltWinters,37.422,weights,Весовая комбинация,0.0,0.34,0.66,15.19
84401,0.13,0.12,0.75,15.21,RandomForest,15.525,weights,Весовая комбинация,0.13,0.12,0.75,15.21
133284,0.56,0.25,0.19,15.26,RandomForest,547.617,weights,Весовая комбинация,0.56,0.25,0.19,15.26
2195,0.0,0.0,1.0,15.27,SARIMAX,60.827,weights,Весовая комбинация,0.0,0.0,1.0,15.27
125620,0.54,0.29,0.17,15.28,RandomForest,30.237,weights,Весовая комбинация,0.54,0.29,0.17,15.28
134171,0.0,0.69,0.31,15.28,SARIMAX,16.377,weights,Весовая комбинация,0.0,0.69,0.31,15.28
2669,0.08,0.42,0.5,15.28,HoltWinters,142.455,weights,Весовая комбинация,0.08,0.42,0.5,15.28
133621,1.0,0.0,0.0,15.31,RandomForest,21.151,weights,Весовая комбинация,1.0,0.0,0.0,15.31
155037,0.6,0.06,0.34,15.33,RandomForest,15.937,weights,Весовая комбинация,0.6,0.06,0.34,15.33
1959,0.41,0.3,0.29,15.34,SARIMAX,36.929,weights,Весовая комбинация,0.41,0.3,0.29,15.34
134194,0.0,0.06,0.94,15.38,RandomForest,19.536,weights,Весовая комбинация,0.0,0.06,0.94,15.38
133700,0.85,0.0,0.15,15.39,RandomForest,41.657,weights,Весовая комбинация,0.85,0.0,0.15,15.39
133613,0.88,0.12,0.0,15.46,RandomForest,20.072,weights,Весовая комбинация,0.88,0.12,0.0,15.46
3321,0.21,0.34,0.45,15.46,HoltWinters,19.196,weights,Весовая комбинация,0.21,0.34,0.45,15.46
2874,0.0,0.47,0.53,15.47,RandomForest,17.488,weights,Весовая комбинация,0.0,0.47,0.53,15.47
155071,0.0,0.21,0.79,15.48,SARIMAX,15.664,weights,Весовая комбинация,0.0,0.21,0.79,15.48
133510,0.23,0.22,0.55,15.5,RandomForest,158.319,weights,Весовая комбинация,0.23,0.22,0.55,15.5
135040,0.25,0.11,0.64,15.55,SARIMAX,16.37,weights,Весовая комбинация,0.25,0.11,0.64,15.55
136872,0.41,0.57,0.02,15.55,RandomForest,19.074,weights,Весовая комбинация,0.41,0.57,0.02,15.55
2230,0.0,0.61,0.39,15.55,SARIMAX,26.929,weights,Весовая комбинация,0.0,0.61,0.39,15.55
133736,0.7,0.03,0.27,15.56,RandomForest,1999.19,weights,Весовая комбинация,0.7,0.03,0.27,15.56
35401,0.4,0.39,0.21,15.58,RandomForest,15.749,weights,Весовая комбинация,0.4,0.39,0.21,15.58
125663,0.68,0.18,0.14,15.74,RandomForest,28.988,weights,Весовая комбинация,0.68,0.18,0.14,15.74
3357,0.72,0.09,0.19,15.75,RandomForest,20.103,weights,Весовая комбинация,0.72,0.09,0.19,15.75
35403,0.78,0.11,0.11,15.8,RandomForest,24.422,weights,Весовая комбинация,0.78,0.11,0.11,15.8
160026,0.0,0.1,0.9,15.82,HoltWinters,15.994,weights,Весовая комбинация,0.0,0.1,0.9,15.82
7192,0.85,0.15,0.0,15.92,RandomForest,16.44,weights,Весовая комбинация,0.85,0.15,0.0,15.92
155090,0.03,0.48,0.49,15.95,HoltWinters,18.606,weights,Весовая комбинация,0.03,0.48,0.49,15.95
135802,0.0,0.59,0.41,15.96,HoltWinters,607.033,weights,Весовая комбинация,0.0,0.59,0.41,15.96
2750,0.22,0.12,0.66,15.98,RandomForest,17.466,weights,Весовая комбинация,0.22,0.12,0.66,15.98
9466,0.45,0.16,0.39,16.0,HoltWinters,17.481,weights,Весовая комбинация,0.45,0.16,0.39,16.0
133518,0.0,0.28,0.72,16.02,HoltWinters,23.412,weights,Весовая комбинация,0.0,0.28,0.72,16.02
1856,0.0,0.4,0.6,16.03,HoltWinters,226.098,weights,Весовая комбинация,0.0,0.4,0.6,16.03
9521,0.57,0.43,0.0,16.07,HoltWinters,19.925,weights,Весовая комбинация,0.57,0.43,0.0,16.07
160048,0.0,0.48,0.52,16.08,SARIMAX,16.816,weights,Весовая комбинация,0.0,0.48,0.52,16.08
160033,0.0,0.27,0.73,16.09,HoltWinters,3045.757,weights,Весовая комбинация,0.0,0.27,0.73,16.09
163210,0.56,0.01,0.43,16.13,HoltWinters,35.705,weights,Весовая комбинация,0.56,0.01,0.43,16.13
133602,0.98,0.02,0.0,16.15,RandomForest,91.642,weights,Весовая комбинация,0.98,0.02,0.0,16.15
160064,0.0,0.2,0.8,16.15,SARIMAX,23.027,weights,Весовая комбинация,0.0,0.2,0.8,16.15
133745,0.0,0.41,0.59,16.18,RandomForest,20.233,weights,Весовая комбинация,0.0,0.41,0.59,16.18
136810,0.91,0.0,0.09,16.18,RandomForest,64.108,weights,Весовая комбинация,0.91,0.0,0.09,16.18
2654,0.9,0.1,-0.0,16.18,RandomForest,20.279,weights,Весовая комбинация,0.9,0.1,-0.0,16.18
136853,0.86,0.13,0.01,16.36,RandomForest,51.455,weights,Весовая комбинация,0.86,0.13,0.01,16.36
134016,0.06,0.13,0.81,16.4,RandomForest,18.136,weights,Весовая комбинация,0.06,0.13,0.81,16.4
9724,0.79,0.18,0.03,16.4,RandomForest,22.646,weights,Весовая комбинация,0.79,0.18,0.03,16.4
133368,0.01,0.03,0.96,16.47,RandomForest,37.792,weights,Весовая комбинация,0.01,0.03,0.96,16.47
134023,0.0,0.5,0.5,16.48,SARIMAX,23.064,weights,Весовая комбинация,0.0,0.5,0.5,16.48
1948,0.66,0.04,0.3,16.52,RandomForest,43.845,weights,Весовая комбинация,0.66,0.04,0.3,16.52
133485,0.54,0.21,0.25,16.64,HoltWinters,684.331,weights,Весовая комбинация,0.54,0.21,0.25,16.64
8729,0.71,0.07,0.22,16.65,RandomForest,23.008,weights,Весовая комбинация,0.71,0.07,0.22,16.65
125623,0.95,0.05,0.0,16.67,RandomForest,29.588,weights,Весовая комбинация,0.95,0.05,0.0,16.67
136602,0.92,0.0,0.08,16.76,RandomForest,48.52,weights,Весовая комбинация,0.92,0.0,0.08,16.76
125639,0.77,0.0,0.23,16.82,RandomForest,36.356,weights,Весовая комбинация,0.77,0.0,0.23,16.82
133242,0.73,0.15,0.12,16.83,RandomForest,24.684,weights,Весовая комбинация,0.73,0.15,0.12,16.83
133360,0.36,0.43,0.21,16.9,RandomForest,17.555,weights,Весовая комбинация,0.36,0.43,0.21,16.9
7067,0.57,0.06,0.37,16.91,RandomForest,41.832,weights,Весовая комбинация,0.57,0.06,0.37,16.91
3961,0.79,0.17,0.04,16.93,RandomForest,23.398,weights,Весовая комбинация,0.79,0.17,0.04,16.93
1831,0.55,0.0,0.45,16.95,HoltWinters,18.336,weights,Весовая комбинация,0.55,0.0,0.45,16.95
133773,0.0,0.55,0.45,17.0,RandomForest,17.207,weights,Весовая комбинация,0.0,0.55,0.45,17.0
1120,0.08,0.18,0.74,17.04,HoltWinters,39.884,weights,Весовая комбинация,0.08,0.18,0.74,17.04
